sample_no,docid,sentence1,sentence2,location1,location2,event1,event2,sent1_id,sent2_id,same_sent,predicted
181,1999-05-22-0101,Les faits qui lui sont reprochés [ remontent ] au 27 mai 1998 et se sont déroulés dans les bois proches du fort Dorsner à Giromagny .,"Bernard affirme qu'en se promenant , il a [ chuté ] et s ' est retrouvé à terre , la braguette ouverte .",6,8,remontent,chuté,2,3,0,BEFORE
182,1999-05-22-0101,Les faits qui lui sont reprochés [ remontent ] au 27 mai 1998 et se sont déroulés dans les bois proches du fort Dorsner à Giromagny .,"Bernard affirme qu'en se promenant , il a chuté et s ' est [ retrouvé ] à terre , la braguette ouverte .",6,13,remontent,retrouvé,2,3,0,BEFORE
183,1999-05-22-0101,Les faits qui lui sont reprochés [ remontent ] au 27 mai 1998 et se sont déroulés dans les bois proches du fort Dorsner à Giromagny .,"Bernard affirme qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette [ ouverte ] .",6,19,remontent,ouverte,2,3,0,BEFORE
184,1999-05-22-0101,Les faits qui lui sont reprochés remontent au 27 mai 1998 et se sont [ déroulés ] dans les bois proches du fort Dorsner à Giromagny .,"Bernard [ affirme ] qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette ouverte .",14,1,déroulés,affirme,2,3,0,BEFORE
185,1999-05-22-0101,Les faits qui lui sont reprochés remontent au 27 mai 1998 et se sont [ déroulés ] dans les bois proches du fort Dorsner à Giromagny .,"Bernard affirme qu'en se [ promenant ] , il a chuté et s ' est retrouvé à terre , la braguette ouverte .",14,4,déroulés,promenant,2,3,0,AFTER
186,1999-05-22-0101,Les faits qui lui sont reprochés remontent au 27 mai 1998 et se sont [ déroulés ] dans les bois proches du fort Dorsner à Giromagny .,"Bernard affirme qu'en se promenant , il a [ chuté ] et s ' est retrouvé à terre , la braguette ouverte .",14,8,déroulés,chuté,2,3,0,BEFORE
187,1999-05-22-0101,Les faits qui lui sont reprochés remontent au 27 mai 1998 et se sont [ déroulés ] dans les bois proches du fort Dorsner à Giromagny .,"Bernard affirme qu'en se promenant , il a chuté et s ' est [ retrouvé ] à terre , la braguette ouverte .",14,13,déroulés,retrouvé,2,3,0,AFTER
188,1999-05-22-0101,Les faits qui lui sont reprochés remontent au 27 mai 1998 et se sont [ déroulés ] dans les bois proches du fort Dorsner à Giromagny .,"Bernard affirme qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette [ ouverte ] .",14,19,déroulés,ouverte,2,3,0,BEFORE
189,1999-05-22-0101,"Bernard [ affirme ] qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette ouverte .","Bernard affirme qu'en se [ promenant ] , il a chuté et s ' est retrouvé à terre , la braguette ouverte .",1,4,affirme,promenant,3,3,1,AFTER
190,1999-05-22-0101,"Bernard [ affirme ] qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette ouverte .","Bernard affirme qu'en se promenant , il a [ chuté ] et s ' est retrouvé à terre , la braguette ouverte .",1,8,affirme,chuté,3,3,1,BEFORE
191,1999-05-22-0101,"Bernard [ affirme ] qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette ouverte .","Bernard affirme qu'en se promenant , il a chuté et s ' est [ retrouvé ] à terre , la braguette ouverte .",1,13,affirme,retrouvé,3,3,1,AFTER
192,1999-05-22-0101,"Bernard [ affirme ] qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette ouverte .","Bernard affirme qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette [ ouverte ] .",1,19,affirme,ouverte,3,3,1,BEFORE
193,1999-05-22-0101,"Bernard [ affirme ] qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette ouverte .","D'après lui , c'est dans cette position que deux jeunes filles , Jessica et Sandrine , l'ont [ découvert ] .",1,17,affirme,découvert,3,4,0,AFTER
194,1999-05-22-0101,"Bernard affirme qu'en se [ promenant ] , il a chuté et s ' est retrouvé à terre , la braguette ouverte .","Bernard affirme qu'en se promenant , il a [ chuté ] et s ' est retrouvé à terre , la braguette ouverte .",4,8,promenant,chuté,3,3,1,BEFORE
195,1999-05-22-0101,"Bernard affirme qu'en se [ promenant ] , il a chuté et s ' est retrouvé à terre , la braguette ouverte .","Bernard affirme qu'en se promenant , il a chuté et s ' est [ retrouvé ] à terre , la braguette ouverte .",4,13,promenant,retrouvé,3,3,1,AFTER
196,1999-05-22-0101,"Bernard affirme qu'en se [ promenant ] , il a chuté et s ' est retrouvé à terre , la braguette ouverte .","Bernard affirme qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette [ ouverte ] .",4,19,promenant,ouverte,3,3,1,BEFORE
197,1999-05-22-0101,"Bernard affirme qu'en se [ promenant ] , il a chuté et s ' est retrouvé à terre , la braguette ouverte .","D'après lui , c'est dans cette position que deux jeunes filles , Jessica et Sandrine , l'ont [ découvert ] .",4,17,promenant,découvert,3,4,0,BEFORE
198,1999-05-22-0101,"Bernard affirme qu'en se promenant , il a [ chuté ] et s ' est retrouvé à terre , la braguette ouverte .","Bernard affirme qu'en se promenant , il a chuté et s ' est [ retrouvé ] à terre , la braguette ouverte .",8,13,chuté,retrouvé,3,3,1,BEFORE
199,1999-05-22-0101,"Bernard affirme qu'en se promenant , il a [ chuté ] et s ' est retrouvé à terre , la braguette ouverte .","Bernard affirme qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette [ ouverte ] .",8,19,chuté,ouverte,3,3,1,BEFORE
200,1999-05-22-0101,"Bernard affirme qu'en se promenant , il a [ chuté ] et s ' est retrouvé à terre , la braguette ouverte .","D'après lui , c'est dans cette position que deux jeunes filles , Jessica et Sandrine , l'ont [ découvert ] .",8,17,chuté,découvert,3,4,0,BEFORE
201,1999-05-22-0101,"Bernard affirme qu'en se promenant , il a chuté et s ' est [ retrouvé ] à terre , la braguette ouverte .","Bernard affirme qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette [ ouverte ] .",13,19,retrouvé,ouverte,3,3,1,BEFORE
202,1999-05-22-0101,"Bernard affirme qu'en se promenant , il a chuté et s ' est [ retrouvé ] à terre , la braguette ouverte .","D'après lui , c'est dans cette position que deux jeunes filles , Jessica et Sandrine , l'ont [ découvert ] .",13,17,retrouvé,découvert,3,4,0,BEFORE
203,1999-05-22-0101,"Bernard affirme qu'en se promenant , il a chuté et s ' est retrouvé à terre , la braguette [ ouverte ] .","D'après lui , c'est dans cette position que deux jeunes filles , Jessica et Sandrine , l'ont [ découvert ] .",19,17,ouverte,découvert,3,4,0,AFTER
204,1999-05-22-0101,"D'après lui , c'est dans cette position que deux jeunes filles , Jessica et Sandrine , l'ont [ découvert ] .",Cette affirmation est [ contredite ] par les déclarations de l'une des deux mineures .,17,3,découvert,contredite,4,5,0,BEFORE
205,1999-05-22-0101,Cette affirmation est [ contredite ] par les déclarations de l'une des deux mineures .,"La présidente du tribunal , Claire Fermaut , a [ lu ] sa déposition : « L'homme était à terre , son short sur les genoux .",3,9,contredite,lu,5,6,0,AFTER
206,1999-05-22-0101,"La présidente du tribunal , Claire Fermaut , a [ lu ] sa déposition : « L'homme était à terre , son short sur les genoux .",Il nous a [ demandé ] de l' aider à soulever son vélo » .,9,3,lu,demandé,6,7,0,BEFORE
207,1999-05-22-0101,Il nous a [ demandé ] de l' aider à soulever son vélo » .,"Cette thèse est d'ailleurs [ confirmée ] par trois autres autres adolescentes , Jessica , Jennifer et Nadia , qui l'ont rencontré environ une heure plus tard .",3,4,demandé,confirmée,7,8,0,VAGUE
208,1999-05-22-0101,Il nous a [ demandé ] de l' aider à soulever son vélo » .,"Cette thèse est d'ailleurs confirmée par trois autres autres adolescentes , Jessica , Jennifer et Nadia , qui l'ont [ rencontré ] environ une heure plus tard .",3,19,demandé,rencontré,7,8,0,BEFORE
209,1999-05-22-0101,"Cette thèse est d'ailleurs [ confirmée ] par trois autres autres adolescentes , Jessica , Jennifer et Nadia , qui l'ont rencontré environ une heure plus tard .","Cette thèse est d'ailleurs confirmée par trois autres autres adolescentes , Jessica , Jennifer et Nadia , qui l'ont [ rencontré ] environ une heure plus tard .",4,19,confirmée,rencontré,8,8,1,VAGUE
210,1999-05-22-0101,"Cette thèse est d'ailleurs [ confirmée ] par trois autres autres adolescentes , Jessica , Jennifer et Nadia , qui l'ont rencontré environ une heure plus tard .","« Il était derrière un arbre » , [ dit ] - elle dans sa déposition lue par le juge unique .",4,8,confirmée,dit,8,9,0,BEFORE
211,1999-05-22-0101,"Cette thèse est d'ailleurs [ confirmée ] par trois autres autres adolescentes , Jessica , Jennifer et Nadia , qui l'ont rencontré environ une heure plus tard .","« Il était derrière un arbre » , dit - elle dans sa déposition [ lue ] par le juge unique .",4,14,confirmée,lue,8,9,0,AFTER
212,1999-05-22-0101,"Cette thèse est d'ailleurs confirmée par trois autres autres adolescentes , Jessica , Jennifer et Nadia , qui l'ont [ rencontré ] environ une heure plus tard .","« Il était derrière un arbre » , [ dit ] - elle dans sa déposition lue par le juge unique .",19,8,rencontré,dit,8,9,0,BEFORE
213,1999-05-22-0101,"Cette thèse est d'ailleurs confirmée par trois autres autres adolescentes , Jessica , Jennifer et Nadia , qui l'ont [ rencontré ] environ une heure plus tard .","« Il était derrière un arbre » , dit - elle dans sa déposition [ lue ] par le juge unique .",19,14,rencontré,lue,8,9,0,BEFORE
214,1999-05-22-0101,"« Il était derrière un arbre » , [ dit ] - elle dans sa déposition lue par le juge unique .","« Il était derrière un arbre » , dit - elle dans sa déposition [ lue ] par le juge unique .",8,14,dit,lue,9,9,1,BEFORE
215,1999-05-22-0101,"« Il était derrière un arbre » , [ dit ] - elle dans sa déposition lue par le juge unique .",« Il nous a [ demandé ] de le suivre .,8,4,dit,demandé,9,10,0,AFTER
216,1999-05-22-0101,"« Il était derrière un arbre » , dit - elle dans sa déposition [ lue ] par le juge unique .",« Il nous a [ demandé ] de le suivre .,14,4,lue,demandé,9,10,0,BEFORE
217,1999-05-22-0101,« Il nous a [ demandé ] de le suivre .,"Nous l'avons [ découvert ] à terre , le short baissé » .",4,2,demandé,découvert,10,11,0,EQUAL
218,1999-05-22-0101,« Il nous a [ demandé ] de le suivre .,"Nous l'avons découvert à terre , le short [ baissé ] » .",4,8,demandé,baissé,10,11,0,BEFORE
219,1999-05-22-0101,"Nous l'avons [ découvert ] à terre , le short baissé » .","Nous l'avons découvert à terre , le short [ baissé ] » .",2,8,découvert,baissé,11,11,1,VAGUE
220,1999-05-22-0101,"Nous l'avons [ découvert ] à terre , le short baissé » .","Effrayées par cette rencontre , les jeunes ont [ rapporté ] les faits , après quelques hésitations .",2,8,découvert,rapporté,11,12,0,BEFORE
221,1999-05-22-0101,"Nous l'avons découvert à terre , le short [ baissé ] » .","Effrayées par cette rencontre , les jeunes ont [ rapporté ] les faits , après quelques hésitations .",8,8,baissé,rapporté,11,12,0,AFTER
222,1999-05-22-0101,"Effrayées par cette rencontre , les jeunes ont [ rapporté ] les faits , après quelques hésitations .",Plaintes ont ensuite été [ déposées ] à la gendarmerie de Giromagny qui a ouverte une enquête .,8,4,rapporté,déposées,12,13,0,BEFORE
223,1999-05-22-0101,"Effrayées par cette rencontre , les jeunes ont [ rapporté ] les faits , après quelques hésitations .",Plaintes ont ensuite été déposées à la gendarmerie de Giromagny qui a [ ouverte ] une enquête .,8,12,rapporté,ouverte,12,13,0,AFTER
224,1999-05-22-0101,Plaintes ont ensuite été [ déposées ] à la gendarmerie de Giromagny qui a ouverte une enquête .,Plaintes ont ensuite été déposées à la gendarmerie de Giromagny qui a [ ouverte ] une enquête .,4,12,déposées,ouverte,13,13,1,BEFORE
225,1999-05-22-0101,Plaintes ont ensuite été [ déposées ] à la gendarmerie de Giromagny qui a ouverte une enquête .,Les gendarmes ont très vite [ identifié ] l'auteur des exhibitions .,4,5,déposées,identifié,13,14,0,AFTER
226,1999-05-22-0101,Plaintes ont ensuite été déposées à la gendarmerie de Giromagny qui a [ ouverte ] une enquête .,Les gendarmes ont très vite [ identifié ] l'auteur des exhibitions .,12,5,ouverte,identifié,13,14,0,BEFORE
227,1999-05-22-0101,Les gendarmes ont très vite [ identifié ] l'auteur des exhibitions .,"L'avocate de Bernard , Alexandra Michel , a [ souligné ] que son client avait conscience du trouble qu'il avait causé aux adolescentes .",5,8,identifié,souligné,14,15,0,BEFORE
228,1999-05-22-0101,Les gendarmes ont très vite [ identifié ] l'auteur des exhibitions .,"L'avocate de Bernard , Alexandra Michel , a souligné que son client [ avait ] conscience du trouble qu'il avait causé aux adolescentes .",5,12,identifié,avait,14,15,0,BEFORE
229,1999-05-22-0101,Les gendarmes ont très vite [ identifié ] l'auteur des exhibitions .,"L'avocate de Bernard , Alexandra Michel , a souligné que son client avait conscience du trouble qu'il avait [ causé ] aux adolescentes .",5,18,identifié,causé,14,15,0,VAGUE
230,1999-05-22-0101,"L'avocate de Bernard , Alexandra Michel , a [ souligné ] que son client avait conscience du trouble qu'il avait causé aux adolescentes .","L'avocate de Bernard , Alexandra Michel , a souligné que son client [ avait ] conscience du trouble qu'il avait causé aux adolescentes .",8,12,souligné,avait,15,15,1,BEFORE
